"","X","lon2","lat2","Cod.Barco","Vel.VMS","Rumbo.VMS","Puerto.0.Mar.1","Dist.Puerto","Dif.Tiempo","Dist.Emisiones","Vel.Cal","Cambio.Rumbo.Calc","Cod.Viaje.VMS","Move","Dist.Costa","Flota","Dur.Viaje","month","ind.t","DATE.INTERP","LONGITUDE","LATITUDE","Date"
"757073","2118-6.191",-5110671,2296224,2118,4.8,123.1456,0,16.09888,0.135,0.6351351,4.704704,123.1456,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 07:50:00,-79.38765,-8.198736,2016-07-10 19:00:00
"757074","2118-6.192",-5110633,2294279,2118,4.9,138.6994,0,15.8407,0.1661111,0.7845105,4.722806,138.6994,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 08:00:00,-79.37967,-8.207606,2016-07-10 19:00:00
"757075","2118-6.193",-5110469,2292073,2118,5.4,130.9461,0,15.55282,0.1394444,0.7360107,5.278164,130.9461,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 08:10:00,-79.36956,-8.216436,2016-07-10 19:00:00
"757076","2118-6.194",-5110339,2289804,2118,5.8,133.1776,0,15.27501,0.1608333,0.8799189,5.470999,133.1776,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 08:20:00,-79.3595,-8.22592,2016-07-10 19:00:00
"757077","2118-6.195",-5110251,2287545,2118,6.2,135.6321,0,15.09071,0.1472222,0.7967109,5.411621,135.6321,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 08:30:00,-79.34986,-8.235789,2016-07-10 19:00:00
"757078","2118-6.196",-5110091,2285496,2118,5.1,136.8127,0,14.94845,0.1586111,0.8812988,5.55635,136.8127,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 08:40:00,-79.34041,-8.243923,2016-07-10 19:00:00
"757079","2118-6.197",-5109935,2283451,2118,5.6,141.5713,0,14.72334,0.1591667,0.9804347,6.159799,141.5713,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 08:50:00,-79.33101,-8.252093,2016-07-10 19:00:00
"757080","2118-6.198",-5109913,2281683,2118,5.6,135.3055,0,14.70629,0.1480556,0.4100126,2.769316,135.3055,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 09:00:00,-79.32389,-8.260308,2016-07-10 19:00:00
"757081","2118-6.199",-5109568,2281339,2118,5.7,37.01657,0,14.42518,0.1294444,0.2882234,2.226619,37.01657,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 09:10:00,-79.31949,-8.25844,2016-07-10 19:00:00
"757082","2118-6.200",-5109289,2281886,2118,0.5,358.0455,0,14.22339,0.1775,0.3573128,2.01303,1.954502,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 09:20:00,-79.31917,-8.252998,2016-07-10 19:00:00
"757083","2118-6.201",-5109219,2281984,2118,0.5,56.12249,0,14.20405,0.1491667,0.01959336,0.1313521,56.12249,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 09:30:00,-79.31893,-8.251817,2016-07-10 19:00:00
"757084","2118-6.202",-5109192,2282032,2118,0.6,13.76294,0,14.18577,0.1330556,0.02402566,0.1805686,13.76294,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 09:40:00,-79.31888,-8.251311,2016-07-10 19:00:00
"757085","2118-6.203",-5109189,2282191,2118,0.8,319.7401,0,14.18529,0.1625,0.06076419,0.3739335,40.25986,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 09:50:00,-79.31947,-8.250521,2016-07-10 19:00:00
"757086","2118-6.204",-5109170,2282391,2118,1,338.4033,0,14.16635,0.1383333,0.06980266,0.5045976,21.59668,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 10:00:00,-79.32009,-8.249378,2016-07-10 19:00:00
"757087","2118-6.205",-5109171,2282635,2118,0,318.3089,0,14.16835,0.165,0.08872331,0.537717,41.69114,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 10:10:00,-79.32105,-8.248223,2016-07-10 19:00:00
"757088","2118-6.206",-5109165,2283006,2118,0.6,322.0175,0,14.16086,0.1502778,0.1595657,1.061805,37.98245,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 10:20:00,-79.32245,-8.246395,2016-07-10 19:00:00
"757089","2118-6.207",-5109146,2283499,2118,1.1,327.078,0,14.14545,0.1563889,0.2043367,1.306594,32.92195,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 10:30:00,-79.32421,-8.243843,2016-07-10 19:00:00
"757090","2118-6.208",-5109126,2284019,2118,2.4,324.9846,0,14.13939,0.1508333,0.1936432,1.283822,35.0154,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 10:40:00,-79.32607,-8.24116,2016-07-10 19:00:00
"757091","2118-6.209",-5109122,2284568,2118,0.8,321.1043,0,14.14842,0.1691667,0.2296974,1.357817,38.89574,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 10:50:00,-79.32819,-8.238501,2016-07-10 19:00:00
"757092","2118-6.210",-5108728,2284602,2118,5,45.47477,0,13.8646,0.1366667,0.2868634,2.099,45.47477,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 11:00:00,-79.32484,-8.234338,2016-07-10 19:00:00
"757093","2118-6.211",-5107822,2283511,2118,5.1,71.53644,0,13.24191,0.1452778,0.677172,4.661222,71.53644,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 11:10:00,-79.31253,-8.230328,2016-07-10 19:00:00
"757094","2118-6.212",-5107329,2282980,2118,4.1,77.23988,0,12.95037,0.1513889,0.3380818,2.233201,77.23988,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 11:20:00,-79.30609,-8.227858,2016-07-10 19:00:00
"757095","2118-6.213",-5106697,2282745,2118,3.4,46.10163,0,12.48244,0.1577778,0.4704224,2.98155,46.10163,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 11:30:00,-79.29958,-8.222558,2016-07-10 19:00:00
"757096","2118-6.214",-5106272,2281928,2118,3.5,68.1821,0,12.18679,0.1444444,0.315999,2.187686,68.1821,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 11:40:00,-79.29261,-8.222133,2016-07-10 19:00:00
"757097","2118-6.215",-5105677,2280482,2118,5.1,87.57012,0,11.47557,0.1511111,0.701423,4.64177,87.57012,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 11:50:00,-79.28168,-8.222996,2016-07-10 19:00:00
"757098","2118-6.216",-5104980,2278667,2118,4.7,101.8376,0,11.07667,0.1683333,0.851595,5.05898,101.8376,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 12:00:00,-79.2684,-8.224583,2016-07-10 19:00:00
"757099","2118-6.217",-5104661,2276593,2118,5.8,133.4248,0,11.11416,0.1380556,0.7123357,5.159775,133.4248,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 12:10:00,-79.25746,-8.231258,2016-07-10 19:00:00
"757100","2118-6.218",-5104690,2274520,2118,4.6,144.9322,0,11.3057,0.1363889,0.6942632,5.090321,144.9322,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 12:20:00,-79.2496,-8.24146,2016-07-10 19:00:00
"757101","2118-6.219",-5104784,2272519,2118,4.4,146.7043,0,11.61053,0.1694444,0.844742,4.985363,146.7043,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 12:30:00,-79.24261,-8.251984,2016-07-10 19:00:00
"757102","2118-6.220",-5104766,2270368,2118,5.4,139.8466,0,11.88354,0.1569444,0.8233286,5.245988,139.8466,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 12:40:00,-79.23403,-8.262091,2016-07-10 19:00:00
"757103","2118-6.221",-5104721,2268078,2118,5.9,137.6157,0,12.17574,0.1458333,0.8073557,5.536154,137.6157,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 12:50:00,-79.22469,-8.272593,2016-07-10 19:00:00
"757104","2118-6.222",-5104707,2265756,2118,5.3,144.1121,0,12.55378,0.1325,0.7592001,5.729812,144.1121,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 13:00:00,-79.21549,-8.283572,2016-07-10 19:00:00
"757105","2118-6.223",-5104546,2263409,2118,4.9,133.433,0,12.90758,0.1530556,0.8571075,5.599976,133.433,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 13:10:00,-79.20491,-8.293191,2016-07-10 19:00:00
"757106","2118-6.224",-5104447,2260994,2118,4.9,139.5131,0,12.46861,0.1491667,0.8888616,5.958849,139.5131,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 13:20:00,-79.19461,-8.303763,2016-07-10 19:00:00
"757107","2118-6.225",-5104293,2258501,2118,5.9,130.4346,0,12.03461,0.145,0.8766194,6.045651,130.4346,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 13:30:00,-79.18352,-8.314157,2016-07-10 19:00:00
"757108","2118-6.226",-5104117,2255989,2118,6.3,132.9921,0,11.62043,0.1719444,1.039118,6.043336,132.9921,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 13:40:00,-79.17218,-8.324427,2016-07-10 19:00:00
"757109","2118-6.227",-5103930,2253455,2118,5.9,131.7234,0,11.31256,0.1463889,0.8949763,6.11369,131.7234,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 13:50:00,-79.16065,-8.334704,2016-07-10 19:00:00
"757110","2118-6.228",-5103842,2250934,2118,5.6,137.2603,0,11.14983,0.1347222,0.8216241,6.098653,137.2603,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 14:00:00,-79.15006,-8.345916,2016-07-10 19:00:00
"757111","2118-6.229",-5103843,2248393,2118,5.5,141.2379,0,11.08748,0.1663889,1.037058,6.232737,141.2379,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 14:10:00,-79.14019,-8.358142,2016-07-10 19:00:00
"757112","2118-6.230",-5103887,2245923,2118,5.8,143.1624,0,11.13201,0.1397222,0.8524171,6.100799,143.1624,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 14:20:00,-79.13097,-8.370468,2016-07-10 19:00:00
"757113","2118-6.231",-5103959,2243498,2118,5.4,144.663,0,11.2823,0.1605556,0.973562,6.063708,144.663,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 14:30:00,-79.12219,-8.382868,2016-07-10 19:00:00
"757114","2118-6.232",-5104036,2241153,2118,5.8,145.8687,0,11.49728,0.1469444,0.8628492,5.871942,145.8687,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 14:40:00,-79.11377,-8.394945,2016-07-10 19:00:00
"757115","2118-6.233",-5104103,2238825,2118,5.6,145.2987,0,12.07918,0.1388889,0.804944,5.795597,145.2987,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 14:50:00,-79.10533,-8.40684,2016-07-10 19:00:00
"757116","2118-6.234",-5104184,2236458,2118,5.9,145.8256,0,12.4978,0.1588889,0.943594,5.938703,145.8256,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 15:00:00,-79.09687,-8.419067,2016-07-10 19:00:00
"757117","2118-6.235",-5104262,2234065,2118,5.8,145.3003,0,12.93528,0.1488889,0.8856373,5.94831,145.3003,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 15:10:00,-79.0883,-8.431403,2016-07-10 19:00:00
"757118","2118-6.236",-5104295,2231710,2118,5.7,142.5124,0,13.3121,0.1291667,0.7437833,5.758322,142.5124,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 15:20:00,-79.07946,-8.443089,2016-07-10 19:00:00
"757119","2118-6.237",-5104267,2229374,2118,4.9,140.0724,0,13.84372,0.1775,1.012702,5.705366,140.0724,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 15:30:00,-79.07017,-8.454084,2016-07-10 19:00:00
"757120","2118-6.238",-5104259,2227050,2118,5.6,141.3185,0,14.81254,0.2822222,1.606742,5.69318,141.3185,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 15:40:00,-79.06112,-8.465229,2016-07-10 19:00:00
"757121","2118-6.239",-5104269,2224723,2118,5.6,141.3185,0,14.81254,0.2822222,1.606742,5.69318,141.3185,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 15:50:00,-79.0522,-8.47657,2016-07-10 19:00:00
"757122","2118-6.240",-5104336,2222376,2118,5.6,144.9421,0,15.46873,0.1630556,0.9468803,5.807102,144.9421,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 16:00:00,-79.04374,-8.488604,2016-07-10 19:00:00
"757123","2118-6.241",-5104398,2220012,2118,5.3,145.8337,0,16.06464,0.1386111,0.8162124,5.888506,145.8337,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 16:10:00,-79.03515,-8.500659,2016-07-10 19:00:00
"757124","2118-6.242",-5104438,2217681,2118,4,144.3917,0,17.30757,0.125,0.709416,5.675328,144.3917,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 16:20:00,-79.02652,-8.512349,2016-07-10 19:00:00
"757125","2118-6.243",-5104518,2215382,2118,5.1,146.7233,0,18.00556,0.1513889,0.8707912,5.752015,146.7233,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 16:30:00,-79.01836,-8.524294,2016-07-10 19:00:00
"757126","2118-6.244",-5104604,2213082,2118,5.2,146.1331,0,18.73225,0.1558333,0.8932691,5.732208,146.1331,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 16:40:00,-79.01025,-8.536303,2016-07-10 19:00:00
"757127","2118-6.245",-5104673,2210801,2118,6,145.3843,0,19.4345,0.1508333,0.8535796,5.659091,145.3843,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 16:50:00,-79.00209,-8.54806,2016-07-10 19:00:00
"757128","2118-6.246",-5104622,2208460,2118,5.2,138.6527,0,20.18925,0.1688889,0.9650499,5.714111,138.6527,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 17:00:00,-78.99261,-8.558885,2016-07-10 19:00:00
"757129","2118-6.247",-5104691,2206180,2118,5.1,145.9359,0,20.8599,0.1383333,0.7838227,5.666188,145.9359,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 17:10:00,-78.98445,-8.570647,2016-07-10 19:00:00
"757130","2118-6.248",-5104819,2203900,2118,5.8,148.6242,0,21.5921,0.1447222,0.8283622,5.723808,148.6242,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 17:20:00,-78.97682,-8.583005,2016-07-10 19:00:00
"757131","2118-6.249",-5104924,2201582,2118,5.5,148.5083,0,22.3731,0.1508333,0.8761091,5.808458,148.5083,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 17:30:00,-78.96886,-8.595333,2016-07-10 19:00:00
"757132","2118-6.250",-5105006,2199259,2118,5.2,145.0116,0,23.17516,0.1572222,0.9148605,5.818901,145.0116,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 17:40:00,-78.96066,-8.607438,2016-07-10 19:00:00
"757133","2118-6.251",-5105063,2196954,2118,4.5,148.2344,0,23.92882,0.1447222,0.8324779,5.752247,148.2344,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 17:50:00,-78.95232,-8.619221,2016-07-10 19:00:00
"757134","2118-6.252",-5105058,2194630,2118,5.6,141.7668,0,25.38605,0.2919444,1.66701,5.710024,141.7668,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 18:00:00,-78.94335,-8.630469,2016-07-10 19:00:00
"757135","2118-6.253",-5105146,2192332,2118,6.3,148.3261,0,26.28478,0.1686111,0.9717937,5.763521,148.3261,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 18:10:00,-78.93533,-8.642546,2016-07-10 19:00:00
"757136","2118-6.254",-5105281,2190070,2118,5.4,149.4906,0,27.03103,0.14,0.7977425,5.69816,149.4906,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 18:20:00,-78.92786,-8.65492,2016-07-10 19:00:00
"757137","2118-6.255",-5105432,2187804,2118,4.9,151.5504,0,27.77071,0.1355556,0.7797264,5.75208,151.5504,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 18:30:00,-78.92053,-8.66748,2016-07-10 19:00:00
"757138","2118-6.256",-5105300,2185368,2118,6.4,135.5991,0,26.77608,0.1688889,0.9964392,5.899969,135.5991,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 18:40:00,-78.91003,-8.678022,2016-07-10 19:00:00
"757139","2118-6.257",-5105190,2182935,2118,5,133.6121,0,25.84424,0.1566667,0.935101,5.96873,133.6121,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 18:50:00,-78.89974,-8.688761,2016-07-10 19:00:00
"757140","2118-6.258",-5105469,2180734,2118,6.2,157.0405,0,25.02692,0.1463889,0.8445551,5.769257,157.0405,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 19:00:00,-78.89382,-8.702319,2016-07-10 19:00:00
"757141","2118-6.259",-5105783,2178532,2118,5.7,155.4101,0,24.27039,0.1325,0.7785632,5.875948,155.4101,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 19:10:00,-78.8882,-8.716238,2016-07-10 19:00:00
"757142","2118-6.260",-5106128,2176344,2118,5.6,161.6342,0,23.42812,0.1525,0.8935206,5.859151,161.6342,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 19:20:00,-78.88292,-8.730413,2016-07-10 19:00:00
"757143","2118-6.261",-5106443,2174118,2118,6.2,158.2333,0,21.75454,0.2963889,1.7558,5.923973,158.2333,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 19:30:00,-78.87724,-8.744472,2016-07-10 19:00:00
"757144","2118-6.262",-5106724,2171895,2118,5.8,156.2418,0,20.93996,0.1458333,0.851458,5.838569,156.2418,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 19:40:00,-78.87128,-8.758181,2016-07-10 19:00:00
"757145","2118-6.263",-5106927,2169631,2118,6.2,152.3579,0,19.97398,0.1711111,0.9971066,5.827246,152.3579,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 19:50:00,-78.86446,-8.771294,2016-07-10 19:00:00
"757146","2118-6.264",-5107086,2167300,2118,5.4,150.1837,0,18.35073,0.2805556,1.669109,5.949299,150.1837,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 20:00:00,-78.857,-8.784308,2016-07-10 19:00:00
"757147","2118-6.265",-5107234,2164951,2118,5.4,150.1837,0,18.35073,0.2805556,1.669109,5.949299,150.1837,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 20:10:00,-78.84937,-8.797296,2016-07-10 19:00:00
"757148","2118-6.266",-5107356,2162563,2118,6.1,148.5017,0,17.37392,0.1669444,1.002588,6.005518,148.5017,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 20:20:00,-78.84138,-8.810215,2016-07-10 19:00:00
"757149","2118-6.267",-5107482,2160146,2118,5.5,148.7374,0,15.60136,0.3,1.829493,6.098309,148.7374,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 20:30:00,-78.83332,-8.823325,2016-07-10 19:00:00
"757150","2118-6.268",-5107620,2157725,2118,5.5,148.7374,0,15.60136,0.3,1.829493,6.098309,148.7374,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 20:40:00,-78.82535,-8.836583,2016-07-10 19:00:00
"757151","2118-6.269",-5107742,2155278,2118,5,146.8425,0,13.78279,0.1594444,0.9837035,6.169569,146.8425,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 20:50:00,-78.81716,-8.849815,2016-07-10 19:00:00
"757152","2118-6.270",-5107868,2152834,2118,6.4,150.3848,0,12.97001,0.1391667,0.8599962,6.179613,150.3848,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 21:00:00,-78.80901,-8.863085,2016-07-10 19:00:00
"757153","2118-6.271",-5108032,2150405,2118,6,150.6497,0,12.04699,0.1594444,0.9865844,6.187637,150.6497,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 21:10:00,-78.80126,-8.876657,2016-07-10 19:00:00
"757154","2118-6.272",-5108120,2147960,2118,5,145.7039,0,11.18245,0.1488889,0.9096628,6.109676,145.7039,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 21:20:00,-78.79278,-8.889544,2016-07-10 19:00:00
"757155","2118-6.273",-5108202,2145509,2118,5.1,146.6337,0,10.44356,0.1283333,0.7878055,6.138744,146.6337,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 21:30:00,-78.78424,-8.902417,2016-07-10 19:00:00
"757156","2118-6.274",-5108342,2143071,2118,5.7,149.5777,0,9.445407,0.1777778,1.098862,6.181097,149.5777,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 21:40:00,-78.77626,-8.915821,2016-07-10 19:00:00
"757157","2118-6.275",-5108450,2140620,2118,6.3,148.5655,0,8.62431,0.1486111,0.9175983,6.174493,148.5655,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 21:50:00,-78.76796,-8.928962,2016-07-10 19:00:00
"757158","2118-6.276",-5108480,2138131,2118,5.8,144.2072,0,7.883016,0.1333333,0.8212087,6.159065,144.2072,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 22:00:00,-78.75882,-8.941505,2016-07-10 19:00:00
"757159","2118-6.277",-5108500,2135610,2118,6.3,144.3578,0,6.99134,0.1636111,1.016399,6.212289,144.3578,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 22:10:00,-78.74948,-8.954119,2016-07-10 19:00:00
"757160","2118-6.278",-5108498,2133033,2118,4.5,142.7473,0,5.394542,0.1647222,1.055708,6.409022,142.7473,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 22:20:00,-78.73973,-8.966786,2016-07-10 19:00:00
"757161","2118-6.279",-5108525,2130461,2118,6.1,145.4597,0,4.825092,0.1258333,0.8002449,6.359562,145.4597,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 22:30:00,-78.73027,-8.979727,2016-07-10 19:00:00
"757162","2118-6.280",-5108578,2127901,2118,5.9,145.4372,0,4.239861,0.1505556,0.9623028,6.391679,145.4372,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 22:40:00,-78.72109,-8.992887,2016-07-10 19:00:00
"757163","2118-6.281",-5108634,2125287,2118,5.6,145.6107,0,3.792092,0.1566667,1.024859,6.541654,145.6107,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 22:50:00,-78.71175,-9.006354,2016-07-10 19:00:00
"757164","2118-6.282",-5108727,2122748,2118,6.3,147.7336,0,3.622728,0.1505556,0.9590869,6.370319,147.7336,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 23:00:00,-78.70303,-9.01982,2016-07-10 19:00:00
"757165","2118-6.283",-5108667,2120196,2118,6.4,140.1764,0,3.61394,0.1694444,1.061064,6.262015,140.1764,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 23:10:00,-78.69289,-9.031812,2016-07-10 19:00:00
"757166","2118-6.284",-5108562,2117664,2118,5.5,136.311,0,3.561618,0.1372222,0.8500073,6.194385,136.311,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 23:20:00,-78.68243,-9.04326,2016-07-10 19:00:00
"757167","2118-6.285",-5108579,2115174,2118,5.7,144.9982,0,3.334787,0.145,0.8951223,6.173257,144.9982,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 23:30:00,-78.67323,-9.055741,2016-07-10 19:00:00
"757168","2118-6.286",-5108394,2112617,2118,5.6,141.6911,0,3.303094,0.1511111,0.93627,6.195905,141.6911,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 23:40:00,-78.66197,-9.066513,2016-07-10 19:00:00
"757169","2118-6.287",-5107928,2109971,2118,6.6,118.4438,0,1.749707,0.1452778,0.9490074,6.532364,118.4438,"2118-6",NA,NA,NA,2.083461,7,0,2016-07-11 23:50:00,-78.64787,-9.074906,2016-07-10 19:00:00
